university,coord,inception,universityLabel,countryLabel
http://www.wikidata.org/entity/Q2053266,Point(23.5724 46.069),1991-01-01T00:00:00Z,"1 Decembrie 1918 University, Alba Iulia",Romania
http://www.wikidata.org/entity/Q2056855,Point(100.525384 13.74718),1932-01-01T00:00:00Z,Pathumwan Institute of Technology,Thailand
http://www.wikidata.org/entity/Q2058345,Point(24.00306 49.825),1874-01-01T00:00:00Z,National Forestry University,Ukraine
http://www.wikidata.org/entity/Q2058345,Point(24.00306 49.825),1874-01-01T00:00:00Z,National Forestry University,Austria–Hungary
http://www.wikidata.org/entity/Q2058345,Point(24.0033 49.825),1874-01-01T00:00:00Z,National Forestry University,Ukraine
http://www.wikidata.org/entity/Q2058345,Point(24.0033 49.825),1874-01-01T00:00:00Z,National Forestry University,Austria–Hungary
http://www.wikidata.org/entity/Q2058345,Point(24.003333 49.825),1874-01-01T00:00:00Z,National Forestry University,Ukraine
http://www.wikidata.org/entity/Q2058345,Point(24.003333 49.825),1874-01-01T00:00:00Z,National Forestry University,Austria–Hungary
http://www.wikidata.org/entity/Q2065666,Point(-0.116389 51.5178),1986-01-01T00:00:00Z,University of the Arts London,United Kingdom
http://www.wikidata.org/entity/Q2065695,Point(-1.401 50.908),2005-07-12T00:00:00Z,Southampton Solent University,United Kingdom
http://www.wikidata.org/entity/Q2067204,Point(-76.9805 -12.1331),1969-01-01T00:00:00Z,Ricardo Palma University,Peru
http://www.wikidata.org/entity/Q2067459,Point(30.5002965 50.4522735),1996-01-01T00:00:00Z,National Academy of Arts of Ukraine,Ukraine
http://www.wikidata.org/entity/Q2067552,Point(23.8172 53.7007),1958-01-01T00:00:00Z,Grodno State Medical University,Belarus
http://www.wikidata.org/entity/Q2082826,,1920-01-01T00:00:00Z,Yerevan State Medical University,Armenia
http://www.wikidata.org/entity/Q2083440,Point(30.449 50.4698),1918-01-01T00:00:00Z,Shupyk National Healthcare University of Ukraine,Ukraine
http://www.wikidata.org/entity/Q2083886,,1932-01-01T00:00:00Z,Khujand State University,Tajikistan
http://www.wikidata.org/entity/Q2084549,,1929-05-15T00:00:00Z,Azerbaijan State Agricultural University,Azerbaijan
http://www.wikidata.org/entity/Q2088264,Point(16.129619444 48.0561),2007-01-01T00:00:00Z,Philosophisch-Theologische Hochschule Heiligenkreuz,Austria
http://www.wikidata.org/entity/Q2090107,Point(14.4631 50.0868),2006-01-01T00:00:00Z,Unicorn University,Czech Republic
http://www.wikidata.org/entity/Q2091986,,1970-01-01T00:00:00Z,Estácio Universities,Brazil
http://www.wikidata.org/entity/Q2092358,Point(78.526388888 17.4075),1918-01-01T00:00:00Z,Osmania University,India
http://www.wikidata.org/entity/Q2092392,Point(-84.18 39.740555555),1850-01-01T00:00:00Z,University of Dayton,United States
http://www.wikidata.org/entity/Q2096138,Point(35.24444444 32.22027778),1977-01-01T00:00:00Z,An-Najah National University,State of Palestine
http://www.wikidata.org/entity/Q2096395,Point(100.979722222 4.386388888),1997-01-01T00:00:00Z,Universiti Teknologi Petronas,Malaysia
http://www.wikidata.org/entity/Q2096524,Point(-6.67222 55.1478),1984-01-01T00:00:00Z,Ulster University,United Kingdom
http://www.wikidata.org/entity/Q2097334,Point(-94.7036 37.3913),1903-01-01T00:00:00Z,Pittsburg State University,United States
http://www.wikidata.org/entity/Q2101681,,1993-01-01T00:00:00Z,Police Academy of the Czech Republic,Czech Republic
http://www.wikidata.org/entity/Q2103139,Point(35.097222 31.533611),1978-01-01T00:00:00Z,Palestine Polytechnic University,State of Palestine
http://www.wikidata.org/entity/Q2103656,Point(60.61183 56.83989),1972-01-01T00:00:00Z,Ural State Academy of Architecture and Arts,Russia
http://www.wikidata.org/entity/Q2105549,Point(-63.2467 17.625791666),1986-01-01T00:00:00Z,Saba University School of Medicine,Netherlands
http://www.wikidata.org/entity/Q2110629,Point(-99.1663 19.4223),1985-01-01T00:00:00Z,"Universidad de las Américas, Asociación Civil",Mexico
http://www.wikidata.org/entity/Q2111097,Point(11.51757717 47.28359606),2001-01-01T00:00:00Z,UMIT Tirol - Private University for Health Sciences and Health Technology,Austria
http://www.wikidata.org/entity/Q2111101,Point(9.52658333 47.10819444),2000-01-01T00:00:00Z,Private University in the Principality of Liechtenstein,Liechtenstein
http://www.wikidata.org/entity/Q2114730,Point(138.446389417 34.994701587),1987-04-01T00:00:00Z,University of Shizuoka,Japan
http://www.wikidata.org/entity/Q2118519,,1943-01-01T00:00:00Z,Aichi University of Education,Japan
http://www.wikidata.org/entity/Q2119752,Point(12.637 43.722),1506-01-01T00:00:00Z,University of Urbino,Italy
http://www.wikidata.org/entity/Q2120270,Point(103.73599 36.100753),1902-01-01T00:00:00Z,Northwest Normal University,People's Republic of China
http://www.wikidata.org/entity/Q2120374,Point(-69.922459 18.462669),1982-01-01T00:00:00Z,Universidad Católica Santo Domingo,Dominican Republic
http://www.wikidata.org/entity/Q2121551,Point(26.58691 48.67511),1918-01-01T00:00:00Z,Kamianets-Podilskyi Ivan Ohiienko National University,Ukraine
http://www.wikidata.org/entity/Q2121637,Point(49.843611111 40.383611111),1946-01-01T00:00:00Z,Baku Slavic University,Azerbaijan
http://www.wikidata.org/entity/Q2124886,Point(-87.6251806 41.8760026),1945-04-24T00:00:00Z,Roosevelt University,United States
http://www.wikidata.org/entity/Q2128631,Point(103.772422222 16.635766666),,Kalasin Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128645,Point(101.72326 17.536841),,Loei Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128646,,,Maha Sarakham Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128647,Point(99.424595 14.062282),1973-09-29T00:00:00Z,Kanchanaburi Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128652,Point(104.356459 15.115361),,Sisaket Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128656,,,Nakhon Sawan Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128658,Point(101.152743 16.451067),,Phetchabun Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128665,Point(100.204869 16.828659),1921-01-01T00:00:00Z,Pibulsongkram Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128665,Point(100.256829 16.819206),1921-01-01T00:00:00Z,Pibulsongkram Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2128674,Point(100.093 17.6327),1936-01-01T00:00:00Z,Uttaradit Rajabhat University,Thailand
http://www.wikidata.org/entity/Q2134722,,1747-01-01T00:00:00Z,Real Universidad de San Felipe,Chile
http://www.wikidata.org/entity/Q2137488,Point(-0.226944 5.55917),2003-01-01T00:00:00Z,Regent University College of Science and Technology,Ghana
http://www.wikidata.org/entity/Q2150914,Point(-155.082 19.6996),1941-01-01T00:00:00Z,University of Hawaiʻi at Hilo,United States
http://www.wikidata.org/entity/Q636034,Point(26.08436111 44.417),1949-01-01T00:00:00Z,Military Technical Academy,Romania
http://www.wikidata.org/entity/Q636034,Point(26.085805 44.418512),1949-01-01T00:00:00Z,Military Technical Academy,Romania
http://www.wikidata.org/entity/Q636034,Point(26.08436111 44.417),1949-09-15T00:00:00Z,Military Technical Academy,Romania
http://www.wikidata.org/entity/Q636034,Point(26.085805 44.418512),1949-09-15T00:00:00Z,Military Technical Academy,Romania
http://www.wikidata.org/entity/Q636060,Point(26.070447 44.471706),1852-01-01T00:00:00Z,University of Agronomic Sciences and Veterinary Medicine of Bucharest,Romania
http://www.wikidata.org/entity/Q636074,Point(24.86013889 44.86966667),1991-01-01T00:00:00Z,University of Pitești,Romania
http://www.wikidata.org/entity/Q636818,Point(2.392875 48.813536111),2005-01-01T00:00:00Z,École des technologies numériques avancées,France
http://www.wikidata.org/entity/Q637084,Point(19.1165 48.573),1952-01-01T00:00:00Z,Technical University in Zvolen,Slovakia
http://www.wikidata.org/entity/Q637099,,1991-01-01T00:00:00Z,Jan Evangelista Purkyně University in Ústí nad Labem,Czech Republic
http://www.wikidata.org/entity/Q638434,Point(-66.88583333 10.4875),2003-01-01T00:00:00Z,Bolivarian University of Venezuela,Venezuela
http://www.wikidata.org/entity/Q639417,Point(16.35675 48.222444444),1623-01-01T00:00:00Z,Pázmáneum,Austria
http://www.wikidata.org/entity/Q640652,Point(-97.445833333 35.208611111),1890-01-01T00:00:00Z,University of Oklahoma,United States
http://www.wikidata.org/entity/Q641084,Point(120.996267 14.599965),1938-01-01T00:00:00Z,Arellano University,Philippines
http://www.wikidata.org/entity/Q641889,Point(-101.253098 21.017273),1732-01-01T00:00:00Z,Universidad de Guanajuato,Mexico
http://www.wikidata.org/entity/Q642216,Point(-82.4859 27.8541),2000-01-01T00:00:00Z,Joint Special Operations University,United States
http://www.wikidata.org/entity/Q642310,Point(121.546 25.0892),1958-01-01T00:00:00Z,Shih Chien University,Taiwan
http://www.wikidata.org/entity/Q644787,Point(4.3275 50.8625),1969-01-01T00:00:00Z,Katholieke Universiteit Brussel,Belgium
http://www.wikidata.org/entity/Q644787,Point(4.3275 50.8625),1973-06-20T00:00:00Z,Katholieke Universiteit Brussel,Belgium
http://www.wikidata.org/entity/Q647594,Point(121.531 38.9711),1958-01-01T00:00:00Z,Dalian Polytechnic University,People's Republic of China
http://www.wikidata.org/entity/Q648244,Point(-61.2167 10.6167),2004-01-01T00:00:00Z,University of Trinidad and Tobago,Trinidad and Tobago
http://www.wikidata.org/entity/Q648599,,1983-01-01T00:00:00Z,Tecnológico de Antioquia,Colombia
http://www.wikidata.org/entity/Q648637,Point(27.921111 43.212222),1961-10-01T00:00:00Z,Medical University of Varna,Bulgaria
http://www.wikidata.org/entity/Q648661,Point(-81.3838 19.2792),1975-01-01T00:00:00Z,University College of the Cayman Islands,Cayman Islands
http://www.wikidata.org/entity/Q648674,Point(-81.3789 19.3397),1997-01-01T00:00:00Z,St. Matthew's University,Cayman Islands
http://www.wikidata.org/entity/Q648688,Point(-61.51409 10.66182),2000-01-01T00:00:00Z,"College of Science, Technology and Applied Arts of Trinidad and Tobago",Trinidad and Tobago
http://www.wikidata.org/entity/Q648838,Point(1.49056 42.465),1997-01-01T00:00:00Z,Universitat d'Andorra,Andorra
http://www.wikidata.org/entity/Q649299,Point(-105.031765 39.789693),1877-01-01T00:00:00Z,Regis University,United States
http://www.wikidata.org/entity/Q649578,Point(10.1018 33.8533),2003-08-04T00:00:00Z,University of Gabès,Tunisia
http://www.wikidata.org/entity/Q649589,Point(36.74978 34.06916),2003-01-01T00:00:00Z,University of Kalamoon,Syria
http://www.wikidata.org/entity/Q649868,Point(112.952777777 28.180277777),0976-01-01T00:00:00Z,Hunan University,People's Republic of China
http://www.wikidata.org/entity/Q649868,Point(112.952777777 28.180277777),1903-01-01T00:00:00Z,Hunan University,People's Republic of China
http://www.wikidata.org/entity/Q649882,Point(102.709377 25.06064),1922-01-01T00:00:00Z,Yunnan University,People's Republic of China
http://www.wikidata.org/entity/Q649895,Point(113.529166666 34.809444444),1956-01-01T00:00:00Z,Zhengzhou University,People's Republic of China
http://www.wikidata.org/entity/Q650358,Point(34.8654 -19.8473),1996-01-01T00:00:00Z,Catholic University of Mozambique,Mozambique
http://www.wikidata.org/entity/Q650473,Point(68.7869 38.6094),1931-01-01T00:00:00Z,Agricultural University of Tajikistan,Tajikistan
http://www.wikidata.org/entity/Q650982,Point(29.742778 -2.616111),1963-11-03T00:00:00Z,National University of Rwanda,Rwanda
http://www.wikidata.org/entity/Q651133,Point(69.205 41.35111111),1918-01-01T00:00:00Z,National University of Uzbekistan,Uzbekistan
http://www.wikidata.org/entity/Q651139,Point(58.3694 37.8985),1980-01-01T00:00:00Z,Turkmen Institute of National Economy,Turkmenistan
http://www.wikidata.org/entity/Q651233,Point(135.526666666 34.819166666),1931-05-01T00:00:00Z,Osaka University,Japan
http://www.wikidata.org/entity/Q652280,Point(20.498305555 54.720694444),1930-01-01T00:00:00Z,Kaliningrad State Technical University,Russia
http://www.wikidata.org/entity/Q652308,Point(9.285555555 4.147222222),1992-01-01T00:00:00Z,Université de Buea,Cameroon
http://www.wikidata.org/entity/Q653439,Point(26.245257 47.641167),1990-01-01T00:00:00Z,Ștefan cel Mare University of Suceava,Romania
http://www.wikidata.org/entity/Q655542,,1951-01-01T00:00:00Z,Estonian University of Life Sciences,Estonia
http://www.wikidata.org/entity/Q656871,Point(32.5421 15.61208889),1902-01-01T00:00:00Z,University of Khartoum,Sudan
http://www.wikidata.org/entity/Q656871,Point(32.5421 15.61208889),1956-01-01T00:00:00Z,University of Khartoum,Sudan
http://www.wikidata.org/entity/Q657222,Point(-74.023937 40.744906),1870-01-01T00:00:00Z,Stevens Institute of Technology,United States
http://www.wikidata.org/entity/Q657374,Point(-77.475 38.301944444),1908-01-01T00:00:00Z,University of Mary Washington,United States
http://www.wikidata.org/entity/Q658984,Point(120.991 14.603),1913-01-01T00:00:00Z,University of Manila,Philippines
http://www.wikidata.org/entity/Q659255,Point(-87.2181 30.5495),1963-01-01T00:00:00Z,University of West Florida,United States
http://www.wikidata.org/entity/Q659706,Point(-87.6275 41.835),1940-01-01T00:00:00Z,Illinois Institute of Technology,United States
http://www.wikidata.org/entity/Q661322,,,Hong Bang University,Vietnam
http://www.wikidata.org/entity/Q661971,Point(-79.903697565 -2.18137418),1962-01-01T00:00:00Z,Universidad Católica de Santiago de Guayaquil,Ecuador
http://www.wikidata.org/entity/Q662015,Point(-57.6322 -25.281),1959-01-01T00:00:00Z,"Universidad Católica ""Nuestra Señora de la Asunción""",Paraguay
http://www.wikidata.org/entity/Q662087,Point(35.0826 0.255459),1978-01-01T00:00:00Z,"University of Eastern Africa, Baraton",Kenya
http://www.wikidata.org/entity/Q662087,Point(35.0826 0.255459),1980-01-01T00:00:00Z,"University of Eastern Africa, Baraton",Kenya
http://www.wikidata.org/entity/Q662131,Point(118.75408056 32.05890556),1915-01-01T00:00:00Z,Hohai University,People's Republic of China
http://www.wikidata.org/entity/Q662422,Point(-70.660008 -33.452937),1982-01-01T00:00:00Z,Universidad Central de Chile,Chile
http://www.wikidata.org/entity/Q664610,Point(85.195805555 52.536888888),1939-01-01T00:00:00Z,Shukshin Altai State Humanities Pedagogical University,Russia
http://www.wikidata.org/entity/Q666128,Point(-87.4071 39.4695),1865-01-01T00:00:00Z,Indiana State University,United States
http://www.wikidata.org/entity/Q667568,Point(22.958055555 40.63),1925-01-01T00:00:00Z,Aristotle University of Thessaloniki,Greece
http://www.wikidata.org/entity/Q667748,Point(-76.253137 -10.668205),1965-01-01T00:00:00Z,Daniel Alcides Carrión National University,Peru
http://www.wikidata.org/entity/Q667786,Point(-71.1214778 42.3745154),1871-01-01T00:00:00Z,Harvard Summer School,United States
http://www.wikidata.org/entity/Q667972,Point(6.62 46.51),1990-01-01T00:00:00Z,International Institute for Management Development,Switzerland
http://www.wikidata.org/entity/Q668023,Point(15.0817 47.9233),,Gaming Charterhouse,Austria
http://www.wikidata.org/entity/Q670307,Point(102.02369928 14.87291623),1990-01-01T00:00:00Z,Suranaree University of Technology,Thailand
http://www.wikidata.org/entity/Q670649,Point(104.278 52.2767),1918-01-01T00:00:00Z,Irkutsk State University,Russia
http://www.wikidata.org/entity/Q670897,Point(-111.935555555 33.423611111),1885-01-01T00:00:00Z,Arizona State University,United States
http://www.wikidata.org/entity/Q671642,Point(35.32563 -15.3791),1964-01-01T00:00:00Z,University of Malawi,Malawi
http://www.wikidata.org/entity/Q672420,Point(20.51 54.713888888),1544-01-01T00:00:00Z,University of Königsberg,Soviet Union
http://www.wikidata.org/entity/Q672420,Point(20.51 54.713888888),1544-01-01T00:00:00Z,University of Königsberg,Kingdom of Prussia
http://www.wikidata.org/entity/Q672420,Point(20.51 54.713888888),1544-01-01T00:00:00Z,University of Königsberg,German Reich
http://www.wikidata.org/entity/Q672436,Point(-99.210083 19.3025),1978-01-01T00:00:00Z,National Pedagogic University,Mexico
http://www.wikidata.org/entity/Q673111,Point(-93.133783 35.294371),1909-01-01T00:00:00Z,Arkansas Tech University,United States
http://www.wikidata.org/entity/Q674568,Point(15.093055555 47.385555555),1840-01-01T00:00:00Z,Montanuniversität Leoben,Austria
http://www.wikidata.org/entity/Q676139,Point(113.09083333 23.02722222),1995-01-01T00:00:00Z,Foshan University,People's Republic of China
http://www.wikidata.org/entity/Q676139,Point(113.113239766 23.048899015),1995-01-01T00:00:00Z,Foshan University,People's Republic of China
http://www.wikidata.org/entity/Q676139,Point(113.049345639 23.142597606),1995-01-01T00:00:00Z,Foshan University,People's Republic of China
http://www.wikidata.org/entity/Q676817,Point(13.57346 42.85062),1723-01-01T00:00:00Z,University of Camerino,Italy
http://www.wikidata.org/entity/Q676817,Point(13.06855556 43.13588889),1723-01-01T00:00:00Z,University of Camerino,Italy
http://www.wikidata.org/entity/Q677503,Point(17.063889 51.111111),1951-09-01T00:00:00Z,University of Technology and Life Sciences in Bydgoszcz,Poland
http://www.wikidata.org/entity/Q677503,Point(17.988889 53.123611),1951-09-01T00:00:00Z,University of Technology and Life Sciences in Bydgoszcz,Poland
http://www.wikidata.org/entity/Q677662,Point(19.908761 50.073461),1946-01-01T00:00:00Z,University of the National Education Commission,Poland
http://www.wikidata.org/entity/Q679974,Point(121.5551 24.9987),1965-01-01T00:00:00Z,China University of Technology,Taiwan
http://www.wikidata.org/entity/Q684783,Point(136.70875 36.546405555),1949-05-31T00:00:00Z,Kanazawa University,Japan
http://www.wikidata.org/entity/Q685781,Point(132.41444444 34.43833333),1994-01-01T00:00:00Z,Hiroshima City University,Japan
http://www.wikidata.org/entity/Q686772,Point(11.38418 47.26306),2004-01-01T00:00:00Z,Medical University of Innsbruck,Austria
http://www.wikidata.org/entity/Q686833,,1954-01-01T00:00:00Z,Lovanium University,Belgium
http://www.wikidata.org/entity/Q686833,,1954-01-01T00:00:00Z,Lovanium University,Democratic Republic of the Congo
http://www.wikidata.org/entity/Q687110,Point(74.59675 42.872717659),2000-01-01T00:00:00Z,University of Central Asia,Kyrgyzstan
http://www.wikidata.org/entity/Q687942,Point(139.82344444 36.47291667),1973-01-01T00:00:00Z,Dokkyo Medical University,Japan
http://www.wikidata.org/entity/Q689400,Point(16.37077 48.19862),1815-01-01T00:00:00Z,TU Wien,Austria
http://www.wikidata.org/entity/Q689462,Point(-99.263555555 19.371111111),1943-01-01T00:00:00Z,Ibero-American University,Mexico
http://www.wikidata.org/entity/Q689617,Point(8.95822 46.0108),1996-01-01T00:00:00Z,Università della Svizzera italiana,Switzerland
http://www.wikidata.org/entity/Q690639,Point(14.265 46.616388888),1970-01-01T00:00:00Z,University of Klagenfurt,Austria
http://www.wikidata.org/entity/Q691097,Point(31.442 29.988),2002-01-01T00:00:00Z,German University in Cairo,Egypt
http://www.wikidata.org/entity/Q691686,Point(6.1511 46.2219),2007-01-01T00:00:00Z,Geneva Graduate Institute,Switzerland
http://www.wikidata.org/entity/Q692194,Point(44.530946 40.208383),1996-01-01T00:00:00Z,Eurasia International University,Armenia
http://www.wikidata.org/entity/Q693069,Point(7.543247837 47.213567753),2006-01-01T00:00:00Z,University of Applied Sciences Northwestern Switzerland,Switzerland
http://www.wikidata.org/entity/Q693069,Point(7.907873711 47.348040617),2006-01-01T00:00:00Z,University of Applied Sciences Northwestern Switzerland,Switzerland
http://www.wikidata.org/entity/Q693069,Point(7.6111635 47.533036432),2006-01-01T00:00:00Z,University of Applied Sciences Northwestern Switzerland,Switzerland
http://www.wikidata.org/entity/Q2212977,Point(-63.5797 44.6317),1840-01-01T00:00:00Z,Saint Mary's University,Canada
http://www.wikidata.org/entity/Q2221774,Point(135.758438888 35.070244444),1965-01-01T00:00:00Z,Kyoto Sangyo University,Japan
http://www.wikidata.org/entity/Q2230040,,2005-01-01T00:00:00Z,Q2230040,
http://www.wikidata.org/entity/Q2230156,Point(3.950278 50.459167),1965-01-01T00:00:00Z,University of Mons-Hainaut,Belgium
http://www.wikidata.org/entity/Q2236456,,1985-01-01T00:00:00Z,Eastern Cape Technikon,South Africa
http://www.wikidata.org/entity/Q2261128,Point(14.1457 42.3696129),1960-01-01T00:00:00Z,D'Annunzio University of Chieti–Pescara,Italy
http://www.wikidata.org/entity/Q2267483,Point(11.3364991 55.4037104),,Selandia - Center for Business Education,Denmark
http://www.wikidata.org/entity/Q2281517,Point(104.09001 30.63016),1896-01-01T00:00:00Z,Sichuan University,People's Republic of China
http://www.wikidata.org/entity/Q2281564,Point(36.184 32.1032),1995-01-01T00:00:00Z,Hashemite University,Jordan
http://www.wikidata.org/entity/Q2285622,Point(27.99888889 -26.18333333),1968-02-28T00:00:00Z,Rand Afrikaans University,South Africa
http://www.wikidata.org/entity/Q2291320,,1655-01-01T00:00:00Z,University of Nijmegen,Netherlands
http://www.wikidata.org/entity/Q2299797,Point(116.340833333 39.98),1952-10-25T00:00:00Z,Beihang University,People's Republic of China
http://www.wikidata.org/entity/Q2302663,Point(37.12001 36.20997),1958-01-01T00:00:00Z,University of Aleppo,Syria
http://www.wikidata.org/entity/Q2303102,Point(17.80244444 43.34230556),1977-02-11T00:00:00Z,University of Mostar,Bosnia and Herzegovina
http://www.wikidata.org/entity/Q2303775,Point(23.3552 42.6553),1945-10-15T00:00:00Z,Technical University of Sofia,Bulgaria
http://www.wikidata.org/entity/Q2304477,Point(20.961111111 41.985833333),2001-01-01T00:00:00Z,South East European University,North Macedonia
http://www.wikidata.org/entity/Q2306715,Point(106.723416666 -6.554055555),1963-01-01T00:00:00Z,IPB University,Indonesia
http://www.wikidata.org/entity/Q2307926,,1946-01-01T00:00:00Z,ML Sultan Technikon,South Africa
http://www.wikidata.org/entity/Q2307935,Point(13.211666666 46.080833333),1978-01-01T00:00:00Z,University of Udine,Italy
http://www.wikidata.org/entity/Q2308020,Point(106.815222 -6.218306),1960-01-01T00:00:00Z,Atma Jaya Catholic University of Indonesia,Indonesia
http://www.wikidata.org/entity/Q2319621,Point(7.313828888 45.735275277),2000-01-01T00:00:00Z,Aosta Valley University,Italy
http://www.wikidata.org/entity/Q2319621,Point(7.3188535 45.7436531),2000-01-01T00:00:00Z,Aosta Valley University,Italy
http://www.wikidata.org/entity/Q2321391,Point(-0.335 51.4376),1850-01-01T00:00:00Z,"St Mary's University, Twickenham",United Kingdom
http://www.wikidata.org/entity/Q2322347,,1939-01-01T00:00:00Z,Q2322347,Lebanon
http://www.wikidata.org/entity/Q2323376,Point(-80.256 25.92),1961-01-01T00:00:00Z,St. Thomas University,United States
http://www.wikidata.org/entity/Q2324420,Point(44.7855 41.70983333),2006-01-01T00:00:00Z,Ilia State University,Georgia
http://www.wikidata.org/entity/Q2324449,Point(80.243947 50.405939),1953-01-01T00:00:00Z,Semey Medical University,Kazakhstan
http://www.wikidata.org/entity/Q2324449,Point(80.243947 50.405939),1953-01-01T00:00:00Z,Semey Medical University,Soviet Union
http://www.wikidata.org/entity/Q2324453,Point(131.547 43.751),1958-01-01T00:00:00Z,Pacific State Medical University,Russia
http://www.wikidata.org/entity/Q2324530,Point(76.966674 52.266318),1960-01-01T00:00:00Z,Toraighyrov University,Kazakhstan
http://www.wikidata.org/entity/Q2324530,Point(76.966674 52.266318),1960-01-01T00:00:00Z,Toraighyrov University,Soviet Union
http://www.wikidata.org/entity/Q2324554,Point(74.60118 42.83989),,Kyrgyz State University of Construction Transportation and Architecture,Kyrgyzstan
http://www.wikidata.org/entity/Q2325341,Point(7.650085 47.577442),1970-01-01T00:00:00Z,State-independent Theological University of Basel,Switzerland
http://www.wikidata.org/entity/Q2329481,Point(100.662 13.7347),1995-01-01T00:00:00Z,Stamford International University,Thailand
http://www.wikidata.org/entity/Q2333286,Point(61.3878 55.159),1934-01-01T00:00:00Z,Chelyabinsk State Pedagogical University,Russia
http://www.wikidata.org/entity/Q2333300,Point(61.3186 55.1767),1976-01-01T00:00:00Z,Chelyabinsk State University,Russia
http://www.wikidata.org/entity/Q2333445,Point(39.710033055 54.622428888),1943-01-01T00:00:00Z,Ryazan State Medical University,Russia
http://www.wikidata.org/entity/Q2333445,Point(39.712 54.622),1943-01-01T00:00:00Z,Ryazan State Medical University,Russia
http://www.wikidata.org/entity/Q2333455,Point(37.66184444 55.76375278),1930-01-01T00:00:00Z,Moscow State University of Geodesy and Cartography,Russia
http://www.wikidata.org/entity/Q2339907,Point(49.1455 55.7835),1930-05-13T00:00:00Z,Kazan State University of Architecture and Engineering,Russia
http://www.wikidata.org/entity/Q2341039,Point(-81.30264 29.034972),1883-01-01T00:00:00Z,Stetson University,United States
http://www.wikidata.org/entity/Q2344683,Point(-94.648333333 31.619166666),1921-01-01T00:00:00Z,Stephen F. Austin State University,United States
http://www.wikidata.org/entity/Q2347687,,1854-01-01T00:00:00Z,Theological University of the Reformed Churches,Netherlands
http://www.wikidata.org/entity/Q2349268,Point(48.389722 54.351111),1957-09-18T00:00:00Z,Ulyanovsk State Technical University,Russia
http://www.wikidata.org/entity/Q2349268,Point(48.3897278 54.3512389),1957-09-18T00:00:00Z,Ulyanovsk State Technical University,Russia
http://www.wikidata.org/entity/Q2352359,Point(69.611888888 40.304305555),1993-08-05T00:00:00Z,"Tajikistan State University of Law, Business, & Politics",Tajikistan
http://www.wikidata.org/entity/Q2354119,Point(60.603361 56.82575),1967-01-01T00:00:00Z,Ural State University of Economics,Russia
http://www.wikidata.org/entity/Q2358317,Point(69.11972 34.535),1963-01-01T00:00:00Z,Kabul Polytechnic University,Afghanistan
http://www.wikidata.org/entity/Q2360835,Point(37.49826711 55.807405),1825-01-01T00:00:00Z,Russian State University of Design and Applied Arts (Stroganov University),Russia
http://www.wikidata.org/entity/Q2364321,Point(16.9064 52.4256),1951-01-01T00:00:00Z,University of Life Sciences in Poznań,Poland
http://www.wikidata.org/entity/Q2368551,Point(126.19861 9.07533),1982-01-01T00:00:00Z,Surigao del Sur State University,Philippines
http://www.wikidata.org/entity/Q2370318,Point(107.54416667 48.53861111),1959-01-01T00:00:00Z,Mongolian University of Science and Technology,Mongolia
http://www.wikidata.org/entity/Q2374234,Point(-70.6275 -33.4375),1975-01-01T00:00:00Z,Academy of Christian Humanism University,Chile
http://www.wikidata.org/entity/Q2378801,Point(30.3158 59.9239),1809-01-01T00:00:00Z,St. Petersburg State Transport University,Russia
http://www.wikidata.org/entity/Q2378813,Point(36.2285 50.0091),1920-01-01T00:00:00Z,Kharkiv National Medical University,Ukraine
http://www.wikidata.org/entity/Q2380350,Point(23.07722222 42.01833333),1983-01-01T00:00:00Z,"South-West University ""Neofit Rilski""",Bulgaria
http://www.wikidata.org/entity/Q2380350,Point(23.077568 42.018415),1983-01-01T00:00:00Z,"South-West University ""Neofit Rilski""",Bulgaria
http://www.wikidata.org/entity/Q2385041,Point(30.989166666 54.296388888),1840-08-15T00:00:00Z,Belarusian State Agricultural Academy,Belarus
http://www.wikidata.org/entity/Q2387454,Point(30.42985082 50.44027652),1933-01-01T00:00:00Z,National Aviation University,Ukraine
http://www.wikidata.org/entity/Q2391189,Point(131.41444444 31.85944444),1997-01-01T00:00:00Z,Miyazaki Prefectural Nursing University,Japan
http://www.wikidata.org/entity/Q2392351,Point(-1.549444444 53.804166666),1992-01-01T00:00:00Z,Leeds Beckett University,United Kingdom
http://www.wikidata.org/entity/Q2393562,Point(99.31818611 9.12641667),1999-02-26T00:00:00Z,Tapee University,Thailand
http://www.wikidata.org/entity/Q2393647,Point(-94.075 30.041944444),1923-01-01T00:00:00Z,Lamar University,United States
http://www.wikidata.org/entity/Q2394775,,1921-01-01T00:00:00Z,Communist University of the National Minorities of the West,Soviet Union
http://www.wikidata.org/entity/Q2399264,Point(6.86577 47.5881),1994-01-01T00:00:00Z,Université de technologie de Belfort-Montbéliard,France
http://www.wikidata.org/entity/Q2399276,Point(19.11166667 50.82111111),1949-01-01T00:00:00Z,Częstochowa University of Technology,Poland
